Date,Value (12m Rev) (LO),Momentum (12-1) (LO),Quality (Sharpe) (LO),Low Volatility (LO),Composite (LO),CTA,LO+CTA,AvgLO+CTA,SPY_BH
2020-04-17,1.2039371854837808,1.1387024446184457,1.2396937540282031,1.2667456679593865,1.3118883849144671,0.8702498675866086,1.1262279354378784,1.0874114313813175,1.7733945326214313
2020-04-20,1.1801747567182914,1.1136478929636653,1.2307958442664915,1.257664663094732,1.2988255150841035,0.8919075208171805,1.1307106616558937,1.0896182840746798,1.7421499991601717
2020-04-21,1.1514701360723492,1.0837179807597626,1.1973587439776585,1.230716907113176,1.265745307940182,0.8969632119155536,1.1159953297136853,1.075710426703557,1.6892533634959916
2020-04-22,1.1767534938248256,1.108437765752291,1.2257647339863464,1.2550699001133576,1.2905629381439079,0.8922854110913815,1.1267961728708373,1.0873929555324924,1.7267457794736267
2020-04-23,1.1841432102199332,1.10041070894746,1.2151446776689745,1.2472167363002298,1.2831820084590762,0.8930348420947861,1.1233081382722103,1.0849394459758448,1.7266216493574074
2020-04-24,1.1914324930290554,1.1137671761542938,1.2232819911797168,1.2538644757370385,1.2893390081135039,0.8922603401380312,1.1261523869175631,1.0891352224081152,1.7506885534416978
2020-04-27,1.218171170231994,1.1291863410238878,1.2407813559990406,1.2722420917411161,1.3155224790300992,0.8907416483799494,1.1391073882616285,1.0995755962650386,1.7759303920913914
2020-04-28,1.2328735083735394,1.125920895642466,1.2311838423774664,1.2722306873143163,1.3182508065318412,0.8932588973334601,1.1418125128136636,1.1012813428642427,1.7677644329936983
2020-04-29,1.2763920704411928,1.1414512506879777,1.2532952524769756,1.2929202098256911,1.347667668190493,0.8893084560165528,1.155080421572051,1.1132924295393636,1.8140416151335457
2020-04-30,1.248760797768218,1.1282166174804091,1.2334621451988408,1.2664200450629863,1.3222619732705012,0.8851457976406583,1.1398526800022677,1.0993961542484352,1.7971517259206986
2020-05-01,1.204599624812688,1.0966510942413876,1.1911165389899927,1.2263179573574898,1.2710770681429004,0.8867296076892026,1.1141942120805821,1.07801276527884,1.7495756839344039
2020-05-04,1.2118990435961314,1.101869631645964,1.1980898423672997,1.2300720562101126,1.2772572074210846,0.8904024955833504,1.1192906489810472,1.0829806276965603,1.7544005764881128
2020-05-05,1.2135678042162978,1.11608310343583,1.2151029540837348,1.244329004588569,1.2944274315977982,0.8903823904070932,1.128308543322036,1.089924877523633,1.7706102080838566
2020-05-06,1.197393327352314,1.1098927031690171,1.217415949584329,1.2453442062164286,1.2995582389638087,0.8903342855919658,1.1309675701927802,1.0883067967232516,1.7586078909883538
2020-05-07,1.2172318561215236,1.1176916663371612,1.2288903298546126,1.2560167378730647,1.3111780167032894,0.8889153008124369,1.136313982857687,1.0942122256625144,1.7798288151473107
2020-05-08,1.2489757388180869,1.1389732130569994,1.2545182481016592,1.2848919538480184,1.3433914982498283,0.8857566057063748,1.1514492759777963,1.1075642851533285,1.809278377967596
2020-05-11,1.234775147287014,1.1440105648248746,1.259698466201569,1.288265919377962,1.34585880249948,0.8852455278396792,1.1524523906107822,1.1075272505714162,1.8096485151293262
2020-05-12,1.2144362238719448,1.1310479728022205,1.245048518967655,1.2780844620569543,1.3369824289216663,0.8841549371044527,1.1473240011215053,1.0998138880244928,1.7735803181254095
2020-05-13,1.1886332219265732,1.1230723818517483,1.2365021522048436,1.2795500421334844,1.3399021543795944,0.8871945330226692,1.1504050619087978,1.0971251526086994,1.7422124738886315
2020-05-14,1.197421313767994,1.128824703999645,1.2445621422777162,1.2744953341622747,1.337065642908276,0.8889537194182325,1.1498562878897147,1.0997024296574174,1.7630624415451575
2020-05-15,1.1911062310256648,1.1304147919846024,1.2479896327499254,1.2712788651299032,1.3308686371763279,0.8876441381881466,1.1459811148313368,1.0979630903859976,1.771166745255091
2020-05-18,1.256523769389683,1.1613219531658256,1.2861796310683131,1.314024222382436,1.380458930247148,0.8838397959327012,1.1696371497644764,1.1202908540578167,1.8251160288850323
2020-05-19,1.2348183183795438,1.1505556781242776,1.2789789364429935,1.303318673862565,1.372319360261296,0.8829244066558328,1.165014690729283,1.113617616809089,1.8063701281489775
2020-05-20,1.2631321855327542,1.160671764603181,1.2897291817620555,1.3154305627231477,1.382602103620465,0.8836768150796919,1.170649460326068,1.1216027812080382,1.8370573050983017
2020-05-21,1.2518033021012043,1.1449383282575707,1.2710822210909372,1.2911188262654378,1.3538941736196877,0.8813891938410955,1.1548530454538564,1.1101816502845558,1.8243739110449946
2020-05-22,1.2423027045910593,1.1384576363164716,1.25323392095412,1.2657509903384625,1.3175798115901503,0.8843252189842674,1.137806443569798,1.1018342431913457,1.827838493199672
2020-05-26,1.2831146399975657,1.151105036207192,1.2714174888121197,1.296405997529717,1.3506769264777518,0.8805425990468052,1.1530084633700937,1.1142035444279867,1.8503588917106024
2020-05-27,1.3066561454253065,1.1576984188165877,1.2742060942711528,1.2966986725568281,1.345175773694748,0.8801522589170341,1.149986371184348,1.1170037905969306,1.8778895586088693
2020-05-28,1.295076095184446,1.1645289274266766,1.2705093011571573,1.2974141639483183,1.3408305655933213,0.8771938053650692,1.1462113701569885,1.1143569885899598,1.8744255909597176
2020-05-29,1.2955839282550685,1.1811463064901888,1.295982329116431,1.319259845055992,1.3730198558917412,0.8808012053126795,1.1646070996192435,1.1262936441584661,1.8827773355613888
2020-06-01,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.882845310907075,1.1647798035520007,1.126460666445939,1.8903871671581978
2020-06-02,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8811187119798569,1.163868609921854,1.1255794494290003,1.906040056747532
2020-06-03,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8800906264769072,1.1633254111773805,1.1250541209352831,1.9314064351837954
2020-06-04,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.879345650217128,1.1629315200086066,1.1246731880695764,1.9263330775624725
2020-06-05,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8798237655834488,1.1631844423626583,1.1249177897381797,1.975703680519391
2020-06-08,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8835168200546436,1.1651374259822098,1.126806523748616,1.9995852087700534
2020-06-09,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8874512508407446,1.1672128375441717,1.1288136580448218,1.9846746418559322
2020-06-10,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8905428072499498,1.1688392950314523,1.1303866080388731,1.973600432939621
2020-06-11,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8814108639031916,1.164045017143047,1.1257500531734548,1.859824120325093
2020-06-12,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8779590017129751,1.162221521133664,1.1239865468663166,1.8820966682739348
2020-06-15,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8782727048343234,1.1623876302654872,1.1241471913098122,1.8996674296094112
2020-06-16,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8804907331310751,1.1635618480871417,1.1252827795007305,1.9362317374078548
2020-06-17,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8814245993780615,1.1640554869616113,1.1257601785540305,1.9281890890856803
2020-06-18,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8806474826655216,1.1636449665500503,1.1253631635173804,1.9289312069257183
2020-06-19,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8835934565511154,1.1652020334813873,1.1268690057785753,1.9179077971328762
2020-06-22,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8851495015095414,1.1660228212481158,1.1276627911205774,1.9302114267712152
2020-06-23,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8860185582447953,1.16648075066435,1.1281056554918718,1.9390971766748402
2020-06-24,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8815507435294184,1.1641279241622295,1.1258302327024932,1.8896331688779942
2020-06-25,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8818040653748421,1.164261733377966,1.1259596398383958,1.909890958042787
2020-06-26,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8808394304761192,1.1637522834702763,1.1254669499061125,1.8645285697957377
2020-06-29,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8804509714121682,1.1635469928772049,1.125268413000183,1.8919324437205067
2020-06-30,1.2938996691483369,1.1796108162917516,1.2942975520885796,1.3175448072574192,1.371234930079082,0.8877391077901002,1.167399604523539,1.128994280730249,1.9161675174837016
2020-07-01,1.288235475065483,1.1860190136444224,1.3014232836110755,1.3232649047779648,1.3781142467880727,0.8893510966019974,1.171761547106082,1.1319709619052567,1.9295899568494173
2020-07-02,1.3044854393996357,1.2006385676648355,1.3259057311732585,1.3476698595567858,1.3977867278387304,0.8895868306800025,1.181921870088615,1.142478488795224,1.9402159864022168
2020-07-06,1.33808048685143,1.2266876280705488,1.3747688997266896,1.4027225294365706,1.4506321836486462,0.894665250428986,1.211431397543253,1.1674285851158828,1.970168009907463
2020-07-07,1.309584643927521,1.2144817734080862,1.3560749819303421,1.3870372079400126,1.4345199995996019,0.892964048189175,1.202436757519333,1.1571358490402774,1.94984774601421
2020-07-08,1.323121979805187,1.235375825641081,1.3897845722049695,1.41171771430587,1.4529116139224465,0.895748787209892,1.2131863742633273,1.1701062720518447,1.9647617951263112
2020-07-09,1.2954836946348192,1.2367560764906977,1.395397510236771,1.4068227954579033,1.4447841787578068,0.8932848627649247,1.2077796735297786,1.1653374466022308,1.953576155874648
2020-07-10,1.3145897541960616,1.239723116412597,1.3925076130880174,1.4088008661059468,1.4504331338702574,0.8937042130449242,1.210839844516578,1.1684079257701954,1.9735230052433665
2020-07-13,1.3107104140176138,1.2259928973686998,1.3738207014263562,1.4007786928494583,1.440487049489204,0.89492319987942,1.2065185949097508,1.1634373911313014,1.9564342210753232
2020-07-14,1.329905655273053,1.2337601261799014,1.3757965019227396,1.4055605767630814,1.4497648376722907,0.8956176779768936,1.2115556241440602,1.1683042472939553,1.98178830940107
2020-07-15,1.349100456565784,1.2415991907750716,1.3840217863544522,1.4106333264374764,1.4551742538935002,0.8947794219675235,1.2138144012312315,1.1726483789406839,1.9999954936261395
2020-07-16,1.3411416751039784,1.229305004052193,1.3599150691715103,1.3900872898525605,1.441720813937913,0.8935677544979492,1.2064237198399228,1.163988141686836,1.9934084040595013
2020-07-17,1.339759812952304,1.2371386352547442,1.367256103393219,1.3975006349432804,1.4466912390055995,0.8975278321959028,1.2110578858590793,1.1687781816282263,1.9991872140244868
2020-07-20,1.3373481787843624,1.2513653068506325,1.389804868215542,1.4075007801540977,1.4545119887758258,0.9016394490464541,1.2172052065987964,1.176355151718868,2.0153439981450085
2020-07-21,1.3639039656300058,1.2553368870975745,1.3958133501588934,1.4145558849940396,1.4606641704572565,0.9076106684031402,1.223518707674401,1.1846374085888747,2.019631608033959
2020-07-22,1.3613168577317967,1.25669768260694,1.39022916693716,1.4093637959485106,1.4605926851179605,0.9101445475771293,1.2248491141780884,1.1847473142711862,2.031127982246521
2020-07-23,1.3553301490440122,1.2421357759390936,1.3739670011709189,1.4052735821215885,1.4525479776760795,0.9106614151045601,1.2210795869159616,1.1798851590653225,2.0068931133185015
2020-07-24,1.3479723053276618,1.2316914088694397,1.3601443150229737,1.3954253394686207,1.445065533721281,0.9108879599821577,1.2174270390561994,1.1748973996595051,1.9939682185935397
2020-07-27,1.3531138100346953,1.2417528813656469,1.3722245717766193,1.4055385017285855,1.4522717717794755,0.9181175344386737,1.224934681461206,1.1832939181849387,2.008508648345931
2020-07-28,1.3413872668693976,1.2364655973848424,1.3635879680187362,1.4004360304980272,1.4459666219099112,0.9162144221996864,1.2207281542062274,1.178451959104876,1.9957699487952985
2020-07-29,1.3632256031823176,1.2511187750808264,1.3838358404279185,1.415201653890242,1.4595743123374245,0.9188239850052838,1.2290117167502026,1.188694397051999,2.0203151430138666
2020-07-30,1.3376938099871902,1.2499223778043873,1.379732632739248,1.4036159142419868,1.4512857942833464,0.9187682852625577,1.2247943851562952,1.1834568560434546,2.0131061738550797
2020-07-31,1.327056768483295,1.2599734602836732,1.390248671224621,1.3920865574830865,1.4455315097412942,0.9187760572651905,1.2218847758248512,1.1828263933327419,2.029014902578338
2020-08-03,1.3335896366953361,1.2820642366404038,1.4126901647368881,1.399464021500075,1.4623553726039316,0.923048875106734,1.2326903184593443,1.1929094081050053,2.0431210817591365
2020-08-04,1.3455180824691744,1.293935539498677,1.428335552868852,1.4087476943196677,1.473564681964111,0.9254536859825413,1.2396442477687457,1.2003907120170316,2.051012561721955
2020-08-05,1.355048893359241,1.3051300093149605,1.442395805247546,1.410718133898989,1.4786476551953598,0.9296511376781446,1.2444588878483072,1.2069513795682636,2.063751056437412
2020-08-06,1.3545132627437042,1.309923764431359,1.4464392360309961,1.4129852745212381,1.4805522719919872,0.9318648263460626,1.2466059895856656,1.2094010332351208,2.0775465006573115
2020-08-07,1.3648577755976306,1.2820526790181617,1.4134409812100293,1.4165904341857218,1.4757495415587114,0.9232104656315523,1.2395487245944035,1.199517399643653,2.0790385200740475
2020-08-10,1.3814781225459174,1.2785533597619303,1.4106771736197634,1.4204206834716477,1.4806003101134393,0.9248108455197126,1.242852852571273,1.2022899627177668,2.0852521951161513
2020-08-11,1.3821236859917452,1.2701255548008226,1.4024144484788688,1.4125359101952555,1.4788420123978498,0.916237204849979,1.2373584325433533,1.1951306807931477,2.0680394856670636
2020-08-12,1.3968657489060683,1.2912624543157882,1.423985108919599,1.4355144099546295,1.5049995733386303,0.9197955870132911,1.252412378541867,1.2079792867714805,2.096872699444933
2020-08-13,1.3852276889478214,1.2852709937743465,1.41691016099825,1.4335071662889303,1.502611646014854,0.9192829340459782,1.2509408691373056,1.2046767548491164,2.09308161002086
2020-08-14,1.3872908816238705,1.2801407205923818,1.4116275704842443,1.4309476166891661,1.501899227073979,0.9206816465236555,1.2513463465338517,1.2041826020254418,2.0931440847493197
2020-08-17,1.385318894967197,1.299873181450117,1.4353422001093135,1.438499606895225,1.51390028271376,0.927508768485829,1.261057379965712,1.2141211770292448,2.0997936490444182
2020-08-18,1.3787951929211566,1.3072861819567871,1.4429915315472204,1.441144664698187,1.5182175781649565,0.9324960610791869,1.2659274519524695,1.2183371564719552,2.104329314330632
2020-08-19,1.369465580995345,1.297666046333443,1.4315171335390036,1.434090581996171,1.5102683831815948,0.9294390242691015,1.2602904554764407,1.212030710399241,2.095567284872876
2020-08-20,1.3602017700337863,1.3032559547744007,1.4367204298553788,1.4313366432858896,1.5096331267479506,0.9293678802352101,1.259933802135095,1.2118244447627822,2.1020923093814043
2020-08-21,1.3576074429320186,1.312454045877596,1.4465216367961389,1.4338236697166422,1.5130393533908082,0.9283857539896979,1.2611069129638057,1.2136339973326482,2.10954912910228
2020-08-24,1.3808929600124455,1.3266288795380083,1.463703988140145,1.4449832535484137,1.52643843989072,0.9288222618070077,1.2680449141876549,1.2220862234195466,2.130925523159274
2020-08-25,1.3775364407868917,1.3399326436294066,1.4786780246962277,1.4460410634847916,1.5307163458822652,0.9298190096136746,1.2707214739827064,1.22574360930711,2.1383825477153247
2020-08-26,1.3712802247464793,1.3490080501418658,1.4876718741130295,1.4500168476652195,1.537837547736677,0.9344328956382084,1.2767906616968543,1.2304880999749592,2.1598210068304287
2020-08-27,1.374737435615743,1.3458747740309238,1.483139272545107,1.4508743278935061,1.5337186416692006,0.9336985900780677,1.274337490723252,1.229372580557679,2.164543481796498
2020-08-28,1.3870018760925351,1.358573720066748,1.4983911298812382,1.4594409450358439,1.5431955934350088,0.9398505833447623,1.2824205853012016,1.2386204001962378,2.1785253260259014
2020-08-31,1.370859171602048,1.3450509239792008,1.4793276087485767,1.4570996061780848,1.5370747212062377,0.9418511911908228,1.2804605858492712,1.2337466703518563,2.170633231557557
2020-09-01,1.368466637400681,1.3695975930728588,1.5065771362651619,1.4594898342738376,1.5418983809121563,0.9424367750853629,1.2831900405780639,1.2399315338472607,2.191077420731854
2020-09-02,1.3877475866052045,1.3756411318860284,1.5160324985884954,1.4820522431267313,1.563444193494272,0.938901285564335,1.2920229607254605,1.2461370495340793,2.222769314215924
2020-09-03,1.365120638335487,1.327106004013074,1.4612776219629409,1.4479344696058447,1.5244277088553824,0.9313956431916717,1.2685457279274066,1.2218632707631643,2.1462746421836685
2020-09-04,1.3654813707256714,1.3190651906314237,1.4520280087422215,1.4433085150871994,1.5185233855401687,0.9307156877653022,1.2652273388227988,1.2186923976170907,2.128750583268156
2020-09-08,1.3387669264570792,1.2779569147304557,1.4077301476387556,1.4202777669097468,1.4916507343973597,0.9220208007891834,1.2470652522429797,1.1973364622950131,2.070587020742014
2020-09-09,1.3549312696064262,1.3001271153498053,1.4331902918137172,1.4410783297285301,1.5139584771291732,0.9262446474002918,1.2605403817950867,1.210609498558688,2.1114756039257836
2020-09-10,1.3306153652166308,1.2743863778253173,1.4060577608962304,1.4240468493064942,1.495845820775783,0.9250969821654965,1.2508671399972622,1.1983209985142098,2.074812975243206
2020-09-11,1.3371388566668234,1.2822711526428472,1.4142904441790152,1.4323744781066907,1.5037477512865207,0.925981977412579,1.255310483574861,1.2028167388807156,2.075868695736596
2020-09-14,1.3535675146675785,1.3044151522686878,1.4379424493033688,1.446621988305233,1.520022633390162,0.9309663218770021,1.266164945854725,1.2150842543184555,2.103211119108781
2020-09-15,1.354060684815338,1.317117804862457,1.4513862579468653,1.4524208041928754,1.526535112101577,0.931167442602033,1.269529261022084,1.2192347363805072,2.1138373534967556
2020-09-16,1.3703162766751005,1.310204103027658,1.443769124073737,1.4495990533317435,1.5226126491356675,0.9329212628771669,1.2685284573140267,1.2197137021497002,2.1054475095524823
2020-09-17,1.3625245025820343,1.3010951248545648,1.4334719239386986,1.442694669103036,1.5149022757905248,0.9324111797280711,1.264396797218545,1.215114891304581,2.086930000036864
2020-09-18,1.3476441345099988,1.2928118499846808,1.4223592336903939,1.4306492086228169,1.5024385705661476,0.936664056321939,1.2604620256216388,1.2112635609100992,2.0629040629876294
2020-09-21,1.3140533610705947,1.2849989473930588,1.411745031750034,1.4108226033292681,1.4836720557094256,0.9224692046032541,1.243374827494845,1.1945050876984216,2.0399444978609003
2020-09-22,1.3144733493597018,1.2882785425309828,1.419104366297594,1.4179435379486276,1.4918517291866806,0.9232128968166547,1.2478887201895386,1.1975629126445118,2.0607199055136243
2020-09-23,1.283855417408817,1.2686118552268881,1.3962060859524528,1.4019611415144375,1.474158000055033,0.9180208916713878,1.2362013870457753,1.1836847232910779,2.0129300156043377
2020-09-24,1.2872615215685288,1.2629653148844162,1.3916201680709892,1.4031703610312418,1.474615924838199,0.9172605450779968,1.2360222401002086,1.1827372804814953,2.018295468185609
2020-09-25,1.2991764480101937,1.2716685132178136,1.4027397416481033,1.4156245866674062,1.4884274584253152,0.9166488473363966,1.2426386231928068,1.1884366368618264,2.050925301937284
2020-09-28,1.3218183843854037,1.2895744686240964,1.4240701752570746,1.4340850915177135,1.5086507626304988,0.9200423836269319,1.2546090367004334,1.2006560656086285,2.0849895964214413
2020-09-29,1.308747124786709,1.2850529992732496,1.4178608902654983,1.4291929387920073,1.5032786839472985,0.9244411330211294,1.254327881056659,1.1993895151450944,2.0736343536446467
2020-09-30,1.312395074634557,1.3063446386348154,1.4387498116844801,1.4381705586433178,1.5137685502395235,0.9291618446995038,1.262141613751772,1.2086541080785254,2.089357092028751
2020-10-01,1.3113656819496446,1.3174031222980835,1.447211104272738,1.444000927512959,1.5220391260838944,0.9283909445316264,1.2658602251379076,1.2116004000384484,2.102770518646754
2020-10-02,1.3212934872781277,1.2988734890644245,1.4320461128092878,1.4349868168323614,1.512378616460098,0.9287941525321101,1.2612594222086682,1.2075126589540262,2.082805643782611
2020-10-05,1.3428652118172468,1.3153595443423487,1.4536821509458608,1.45348845340861,1.5312409291243168,0.9314629520026427,1.2721472843767265,1.2189700916905073,2.1197400887427844
2020-10-06,1.331547878563131,1.314115658485922,1.4444602476120036,1.4426536379311,1.5190553661867385,0.9307804291842071,1.2657001989008294,1.2140592954431173,2.0896063764370654
2020-10-07,1.3457985784849735,1.334601483385491,1.4695062041136455,1.4600762913445233,1.5377547987758913,0.9332567022609519,1.2763955121210722,1.2252605279655149,2.125979573016973
2020-10-08,1.3692092736578527,1.3413535884884047,1.4785292598197766,1.4687298891661245,1.5468400584361937,0.9305818857273921,1.2794568646154298,1.2298002799526975,2.1448211317798833
2020-10-09,1.3674504313610942,1.356707266850762,1.4951725249115537,1.4784026953019995,1.5572533197999374,0.9298567088807069,1.2842259958673987,1.2345431799251783,2.1639748593499197
2020-10-12,1.3758410624637134,1.3820391868141968,1.5160373028855123,1.4912615096391422,1.5718188121130086,0.9291452899129269,1.2910400471406445,1.2425820062238375,2.198788031234899
2020-10-13,1.3570818510565847,1.3781159935123732,1.5096010772585038,1.4840140927254544,1.5648117812068068,0.9305874695882834,1.2883883998260997,1.2388747140361753,2.184438098195518
2020-10-14,1.353125958844326,1.3649234832195372,1.499173816782412,1.478017031717463,1.5578372996348264,0.9296312543313483,1.2844133866083742,1.2342187553158588,2.1707129124407394
2020-10-15,1.3553372369526877,1.357076574791736,1.4935236383550954,1.470610377598772,1.5507215514198658,0.9331742028053148,1.2828513184457113,1.2335139506249186,2.168030390985279
2020-10-16,1.3527039295883776,1.3649356009253804,1.4951281809288093,1.4734704810088342,1.5507470370573466,0.93212906044504,1.282289258027346,1.23398030015992,2.1667198555338407
2020-10-19,1.3359133043814753,1.348810562737995,1.4778774020352325,1.4610213758042485,1.5390263966576172,0.9310231847559987,1.2758657639538926,1.2257285323136555,2.1337782626453903
2020-10-20,1.3455948421758255,1.3601120348193732,1.4882948204002975,1.465668615032163,1.5455224221908226,0.9323867820806649,1.2798443842592326,1.230870507972441,2.142325420004278
2020-10-21,1.335548977015531,1.3565372616830358,1.4840115481459708,1.4654163398821753,1.5454198306880633,0.9346651467867334,1.2810443732646226,1.2301223502679066,2.1382700932040946
2020-10-22,1.3530518737751438,1.3558250698159315,1.4836022518292993,1.4697028647699424,1.5472772645310864,0.9366837560816086,1.2830748582225768,1.2336105811801437,2.149999160175774
2020-10-23,1.3568900222434637,1.3583453356950976,1.4880473547781716,1.4749971228457655,1.5537630483643365,0.9374024029060304,1.286695610503247,1.2362815570308403,2.157299076152385
2020-10-26,1.3303013045962329,1.341541354878135,1.4640463956199612,1.4551094563450435,1.530787194295648,0.9355088433247384,1.274239957151123,1.2239534761385038,2.117432415658085
2020-10-27,1.3152761053356947,1.353648774939392,1.4697083361770482,1.4523155074641612,1.5290208330210981,0.9338125251633138,1.2724335469666208,1.2228489173206833,2.1101329093518246
2020-10-28,1.2752575501745167,1.3186548852482947,1.4278665529425425,1.413031665805902,1.4878874422293766,0.9317263292021414,1.2507580275468437,1.2014033677975648,2.0380106489710856
2020-10-29,1.2902619407078313,1.338940135073249,1.4482722573227202,1.418158576561999,1.496573064562228,0.9369760237020623,1.2579577429283504,1.2114500619357271,2.0587239915657003
2020-10-30,1.2878379775635305,1.317405118818387,1.4269503654397282,1.4086288857170144,1.4832079721899694,0.9357552271097371,1.250561651963469,1.2037920718254358,2.0372621812406146
2020-11-02,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9348903261149937,1.24912386560888,1.202408057041426,2.0600967969104236
2020-11-03,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9344829184106632,1.2489061276893414,1.2021984622718562,2.096468969314455
2020-11-04,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.935823331985516,1.249622695405793,1.2028882311726028,2.1433239914837663
2020-11-05,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9346294345785613,1.2489850018391873,1.2022743866184147,2.18512450086788
2020-11-06,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9350787075725514,1.2492251548711655,1.2025055582007722,2.1846255223808995
2020-11-09,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9379853231500287,1.2507784005030123,1.2040007142166944,2.212076713231158
2020-11-10,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9412229518383056,1.252505317089957,1.2056630460919793,2.2088329433954317
2020-11-11,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9408929674314517,1.2523296701942521,1.2054939681899357,2.2252410602760215
2020-11-12,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.93689501683273,1.2502011593739755,1.2034450612478265,2.2036538908236647
2020-11-13,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9396817712499355,1.2516886274640755,1.2048768997270765,2.234162861170496
2020-11-16,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9408918797735111,1.2523333900308504,1.205497548908886,2.2620509654496255
2020-11-17,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.941308884402185,1.2525554044116787,1.2057112602049684,2.249883960873198
2020-11-18,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9425751918918229,1.2532294107091122,1.206360059435248,2.222807823228876
2020-11-19,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.941966128373114,1.2529054911656308,1.2060482541134232,2.2321667423873968
2020-11-20,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9427134382229768,1.253303088737897,1.2064309819897496,2.216881122267339
2020-11-23,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9443929268355312,1.254196216248451,1.2072907075495778,2.230169804263597
2020-11-24,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9490418350358415,1.2566657997909934,1.2096679314829644,2.266106087414634
2020-11-25,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9482302714060368,1.2562359497168325,1.2092541573115463,2.262612418665067
2020-11-27,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.953178433545418,1.2588581225590056,1.21177826387871,2.2689139679973658
2020-11-30,1.286163788192698,1.3156924921639233,1.4250953299646565,1.4067976681655823,1.4812798018261224,0.9502133166668606,1.2572917163812978,1.2102704395063388,2.2588686461664835
2020-12-01,1.3004435712100137,1.3224954666126403,1.4354428610911745,1.4265657997678487,1.5018349484028501,0.9511843777384243,1.268273837456542,1.2182392197256144,2.283575045667997
2020-12-02,1.3101186558833382,1.3156657663448568,1.4305731637670709,1.4256690376124135,1.5007061719835082,0.9526531634305476,1.268485267733063,1.2186266365092944,2.2883790450338273
2020-12-03,1.3137257820123582,1.3246085089277921,1.4409004873631543,1.4299048077813554,1.507279933174264,0.9524828455158287,1.2717284725825435,1.2220668187425257,2.287755117089926
