date,action,reason,position,regime,close
2023-03-30,CIRCUIT_BREAKER,组合回撤 -15.8% 超过限制 15%,0.3,正常上涨,389.54388427734375
2023-03-31,CIRCUIT_BREAKER,组合回撤 -15.4% 超过限制 15%,0.3,正常上涨,395.0343322753906
2023-04-03,CIRCUIT_BREAKER,组合回撤 -15.3% 超过限制 15%,0.3,正常上涨,396.5396423339844
2023-04-04,CIRCUIT_BREAKER,组合回撤 -15.4% 超过限制 15%,0.3,正常上涨,394.33966064453125
2023-04-05,CIRCUIT_BREAKER,组合回撤 -15.5% 超过限制 15%,0.3,正常上涨,393.30712890625
2023-04-06,CIRCUIT_BREAKER,组合回撤 -15.4% 超过限制 15%,0.3,正常上涨,394.8413391113281
2023-04-10,CIRCUIT_BREAKER,组合回撤 -15.4% 超过限制 15%,0.3,正常上涨,395.2466125488281
2023-04-11,CIRCUIT_BREAKER,组合回撤 -15.4% 超过限制 15%,0.3,正常上涨,395.352783203125
2023-04-12,CIRCUIT_BREAKER,组合回撤 -15.5% 超过限制 15%,0.3,正常上涨,393.7413330078125
2023-04-13,CIRCUIT_BREAKER,组合回撤 -15.1% 超过限制 15%,0.3,强势上涨,398.97125244140625
2023-04-14,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,强势上涨,397.99676513671875
2023-04-17,CIRCUIT_BREAKER,组合回撤 -15.1% 超过限制 15%,0.3,正常上涨,399.4248046875
2023-04-18,CIRCUIT_BREAKER,组合回撤 -15.1% 超过限制 15%,0.3,正常上涨,399.6853332519531
2023-04-19,CIRCUIT_BREAKER,组合回撤 -15.1% 超过限制 15%,0.3,正常上涨,399.6178283691406
2023-04-20,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,正常上涨,397.43707275390625
2023-04-21,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,正常上涨,397.7458190917969
2023-04-24,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,正常上涨,398.1606750488281
2023-04-25,CIRCUIT_BREAKER,组合回撤 -15.6% 超过限制 15%,0.3,正常上涨,391.84039306640625
2023-04-26,CIRCUIT_BREAKER,组合回撤 -15.7% 超过限制 15%,0.3,正常上涨,390.1806945800781
2023-04-27,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,正常上涨,397.9484558105469
2023-05-01,CIRCUIT_BREAKER,组合回撤 -15.0% 超过限制 15%,0.3,正常上涨,400.939697265625
2023-05-02,CIRCUIT_BREAKER,组合回撤 -15.3% 超过限制 15%,0.3,正常上涨,396.43353271484375
2023-05-03,CIRCUIT_BREAKER,组合回撤 -15.5% 超过限制 15%,0.3,正常上涨,393.71234130859375
2023-05-04,CIRCUIT_BREAKER,组合回撤 -15.7% 超过限制 15%,0.3,正常上涨,390.9237060546875
2023-05-05,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,正常上涨,398.1606750488281
2023-05-08,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,正常上涨,398.2668762207031
2023-05-09,CIRCUIT_BREAKER,组合回撤 -15.3% 超过限制 15%,0.3,正常上涨,396.52032470703125
2023-05-10,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,强势上涨,398.37298583984375
2023-05-11,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,强势上涨,397.6782531738281
2023-05-12,CIRCUIT_BREAKER,组合回撤 -15.3% 超过限制 15%,0.3,强势上涨,397.1571960449219
2023-05-15,CIRCUIT_BREAKER,组合回撤 -15.2% 超过限制 15%,0.3,强势上涨,398.52740478515625
2023-05-16,CIRCUIT_BREAKER,组合回撤 -15.4% 超过限制 15%,0.3,强势上涨,395.8641662597656
2023-05-17,CIRCUIT_BREAKER,组合回撤 -15.1% 超过限制 15%,0.3,强势上涨,400.6695861816406
2023-05-23,CIRCUIT_BREAKER,组合回撤 -15.5% 超过限制 15%,0.3,强势上涨,399.5694580078125
2023-05-24,CIRCUIT_BREAKER,组合回撤 -15.7% 超过限制 15%,0.3,强势上涨,396.6746826171875
2023-05-25,CIRCUIT_BREAKER,组合回撤 -15.5% 超过限制 15%,0.3,强势上涨,400.1098937988281
