actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
4.14,4.0345,2025-12-31,2,0.1055,2.6149,MSFT,2026,2025-12-31,2026-01-25,2026-01-25,MSFT,2026 Q2,4.14,4.0345
4.13,3.7391,2025-09-30,1,0.3909,10.4544,MSFT,2026,2025-09-30,2025-10-25,2025-10-25,MSFT,2026 Q1,4.13,3.7391
3.65,3.4368,2025-06-30,4,0.2132,6.2034,MSFT,2025,2025-06-30,2025-07-25,2025-07-25,MSFT,2025 Q4,3.65,3.4368
3.46,3.2846,2025-03-31,3,0.1754,5.3401,MSFT,2025,2025-03-31,2025-04-25,2025-04-25,MSFT,2025 Q3,3.46,3.2846
