actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
2.82,2.7063,2025-12-31,4,0.1137,4.2013,GOOGL,2025,2025-12-31,2026-01-25,2026-01-25,GOOGL,2025 Q4,2.82,2.7063
3.1,2.3954,2025-09-30,3,0.7046,29.4147,GOOGL,2025,2025-09-30,2025-10-25,2025-10-25,GOOGL,2025 Q3,3.1,2.3954
2.31,2.25,2025-06-30,2,0.06,2.6667,GOOGL,2025,2025-06-30,2025-07-25,2025-07-25,GOOGL,2025 Q2,2.31,2.25
2.27,2.0726,2025-03-31,1,0.1974,9.5243,GOOGL,2025,2025-03-31,2025-04-25,2025-04-25,GOOGL,2025 Q1,2.27,2.0726
