actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
3.02,1.9888,2024-03-31,4,1.0312,51.8504,SPLK,2024,2024-03-31,2024-04-25,2024-04-25,SPLK,2024 Q4,3.02,1.9888
1.52,1.1627,2023-12-31,3,0.3573,30.7302,SPLK,2024,2023-12-31,2024-01-25,2024-01-25,SPLK,2024 Q3,1.52,1.1627
0.71,0.4575,2023-09-30,2,0.2525,55.1913,SPLK,2024,2023-09-30,2023-10-25,2023-10-25,SPLK,2024 Q2,0.71,0.4575
0.18,-0.1316,2023-06-30,1,0.3116,236.7781,SPLK,2024,2023-06-30,2023-07-25,2023-07-25,SPLK,2024 Q1,0.18,-0.1316
