actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
1.02,1.1226,2025-12-31,4,-0.1026,-9.1395,COP,2025,2025-12-31,2026-01-25,2026-01-25,COP,2025 Q4,1.02,1.1226
1.61,1.4446,2025-09-30,3,0.1654,11.4495,COP,2025,2025-09-30,2025-10-25,2025-10-25,COP,2025 Q3,1.61,1.4446
1.42,1.3933,2025-06-30,2,0.0267,1.9163,COP,2025,2025-06-30,2025-07-25,2025-07-25,COP,2025 Q2,1.42,1.3933
2.09,2.0777,2025-03-31,1,0.0123,0.592,COP,2025,2025-03-31,2025-04-25,2025-04-25,COP,2025 Q1,2.09,2.0777
