actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.56,0.5628,2025-12-31,4,-0.0028,-0.4975,NFLX,2025,2025-12-31,2026-01-25,2026-01-25,NFLX,2025 Q4,0.56,0.5628
0.587,0.7106,2025-09-30,3,-0.1236,-17.3938,NFLX,2025,2025-09-30,2025-10-25,2025-10-25,NFLX,2025 Q3,0.587,0.7106
0.719,0.7219,2025-06-30,2,-0.0029,-0.4017,NFLX,2025,2025-06-30,2025-07-25,2025-07-25,NFLX,2025 Q2,0.719,0.7219
0.661,0.5827,2025-03-31,1,0.0783,13.4374,NFLX,2025,2025-03-31,2025-04-25,2025-04-25,NFLX,2025 Q1,0.661,0.5827
