actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
3.53,3.5739,2025-12-31,4,-0.0439,-1.2283,AXP,2025,2025-12-31,2026-01-25,2026-01-25,AXP,2025 Q4,3.53,3.5739
4.14,4.036,2025-09-30,3,0.104,2.5768,AXP,2025,2025-09-30,2025-10-25,2025-10-25,AXP,2025 Q3,4.14,4.036
4.08,3.9284,2025-06-30,2,0.1516,3.8591,AXP,2025,2025-06-30,2025-07-25,2025-07-25,AXP,2025 Q2,4.08,3.9284
3.64,3.4969,2025-03-31,1,0.1431,4.0922,AXP,2025,2025-03-31,2025-04-25,2025-04-25,AXP,2025 Q1,3.64,3.4969
