actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
2.26,1.6711,2025-12-31,2,0.5889,35.2403,ORCL,2026,2025-12-31,2026-01-25,2026-01-25,ORCL,2026 Q2,2.26,1.6711
1.47,1.5099,2025-09-30,1,-0.0399,-2.6426,ORCL,2026,2025-09-30,2025-10-25,2025-10-25,ORCL,2026 Q1,1.47,1.5099
1.7,1.6769,2025-06-30,4,0.0231,1.3775,ORCL,2025,2025-06-30,2025-07-25,2025-07-25,ORCL,2025 Q4,1.7,1.6769
1.47,1.5225,2025-03-31,3,-0.0525,-3.4483,ORCL,2025,2025-03-31,2025-04-25,2025-04-25,ORCL,2025 Q3,1.47,1.5225
