actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.53,0.3807,2025-12-31,2,0.1493,39.2172,NKE,2026,2025-12-31,2026-01-25,2026-01-25,NKE,2026 Q2,0.53,0.3807
0.49,0.2752,2025-09-30,1,0.2148,78.0523,NKE,2026,2025-09-30,2025-10-25,2025-10-25,NKE,2026 Q1,0.49,0.2752
0.14,0.1302,2025-06-30,4,0.0098,7.5269,NKE,2025,2025-06-30,2025-07-25,2025-07-25,NKE,2025 Q4,0.14,0.1302
0.54,0.2942,2025-03-31,3,0.2458,83.5486,NKE,2025,2025-03-31,2025-04-25,2025-04-25,NKE,2025 Q3,0.54,0.2942
