actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
1.3,1.2746,2025-12-31,3,0.0254,1.9928,NVDA,2026,2025-12-31,2026-01-25,2026-01-25,NVDA,2026 Q3,1.3,1.2746
1.05,1.0281,2025-09-30,2,0.0219,2.1301,NVDA,2026,2025-09-30,2025-10-25,2025-10-25,NVDA,2026 Q2,1.05,1.0281
0.96,0.9521,2025-06-30,1,0.0079,0.8297,NVDA,2026,2025-06-30,2025-07-25,2025-07-25,NVDA,2026 Q1,0.96,0.9521
0.89,0.8605,2025-03-31,4,0.0295,3.4282,NVDA,2025,2025-03-31,2025-04-25,2025-04-25,NVDA,2025 Q4,0.89,0.8605
