actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.66,0.5775,2025-12-31,4,0.0825,14.2857,PFE,2025,2025-12-31,2026-01-25,2026-01-25,PFE,2025 Q4,0.66,0.5775
0.87,0.6397,2025-09-30,3,0.2303,36.0013,PFE,2025,2025-09-30,2025-10-25,2025-10-25,PFE,2025 Q3,0.87,0.6397
0.78,0.5869,2025-06-30,2,0.1931,32.9017,PFE,2025,2025-06-30,2025-07-25,2025-07-25,PFE,2025 Q2,0.78,0.5869
0.92,0.6693,2025-03-31,1,0.2507,37.457,PFE,2025,2025-03-31,2025-04-25,2025-04-25,PFE,2025 Q1,0.92,0.6693
