actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.74,0.7334,2026-03-31,4,0.0066,0.8999,WMT,2026,2026-03-31,2026-04-25,2026-04-25,WMT,2026 Q4,0.74,0.7334
0.62,0.6068,2025-12-31,3,0.0132,2.1753,WMT,2026,2025-12-31,2026-01-25,2026-01-25,WMT,2026 Q3,0.62,0.6068
0.68,0.7486,2025-09-30,2,-0.0686,-9.1638,WMT,2026,2025-09-30,2025-10-25,2025-10-25,WMT,2026 Q2,0.68,0.7486
0.61,0.5816,2025-06-30,1,0.0284,4.8831,WMT,2026,2025-06-30,2025-07-25,2025-07-25,WMT,2026 Q1,0.61,0.5816
