actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.28,0.2734,2025-12-31,4,0.0066,2.414,NET,2025,2025-12-31,2026-01-25,2026-01-25,NET,2025 Q4,0.28,0.2734
0.27,0.2364,2025-09-30,3,0.0336,14.2132,NET,2025,2025-09-30,2025-10-25,2025-10-25,NET,2025 Q3,0.27,0.2364
0.21,0.1853,2025-06-30,2,0.0247,13.3297,NET,2025,2025-06-30,2025-07-25,2025-07-25,NET,2025 Q2,0.21,0.1853
0.16,0.1671,2025-03-31,1,-0.0071,-4.249,NET,2025,2025-03-31,2025-04-25,2025-04-25,NET,2025 Q1,0.16,0.1671
