actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
4.2,4.2183,2025-12-31,4,-0.0183,-0.4338,LIN,2025,2025-12-31,2026-01-25,2026-01-25,LIN,2025 Q4,4.2,4.2183
4.21,4.2194,2025-09-30,3,-0.0094,-0.2228,LIN,2025,2025-09-30,2025-10-25,2025-10-25,LIN,2025 Q3,4.21,4.2194
4.09,4.0726,2025-06-30,2,0.0174,0.4272,LIN,2025,2025-06-30,2025-07-25,2025-07-25,LIN,2025 Q2,4.09,4.0726
3.95,3.9646,2025-03-31,1,-0.0146,-0.3683,LIN,2025,2025-03-31,2025-04-25,2025-04-25,LIN,2025 Q1,3.95,3.9646
