actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
1.63,1.5862,2025-12-31,1,0.0438,2.7613,DIS,2026,2025-12-31,2026-01-25,2026-01-25,DIS,2026 Q1,1.63,1.5862
1.11,1.0556,2025-09-30,4,0.0544,5.1535,DIS,2025,2025-09-30,2025-10-25,2025-10-25,DIS,2025 Q4,1.11,1.0556
1.61,1.4849,2025-06-30,3,0.1251,8.4248,DIS,2025,2025-06-30,2025-07-25,2025-07-25,DIS,2025 Q3,1.61,1.4849
1.45,1.2109,2025-03-31,2,0.2391,19.7456,DIS,2025,2025-03-31,2025-04-25,2025-04-25,DIS,2025 Q2,1.45,1.2109
