actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.81,0.7559,2025-12-31,4,0.0541,7.157,FTNT,2025,2025-12-31,2026-01-25,2026-01-25,FTNT,2025 Q4,0.81,0.7559
0.74,0.6444,2025-09-30,3,0.0956,14.8355,FTNT,2025,2025-09-30,2025-10-25,2025-10-25,FTNT,2025 Q3,0.74,0.6444
0.64,0.6028,2025-06-30,2,0.0372,6.1712,FTNT,2025,2025-06-30,2025-07-25,2025-07-25,FTNT,2025 Q2,0.64,0.6028
0.58,0.5441,2025-03-31,1,0.0359,6.5981,FTNT,2025,2025-03-31,2025-04-25,2025-04-25,FTNT,2025 Q1,0.58,0.5441
