actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
0.25,0.2348,2025-12-31,4,0.0152,6.4736,PLTR,2025,2025-12-31,2026-01-25,2026-01-25,PLTR,2025 Q4,0.25,0.2348
0.21,0.1718,2025-09-30,3,0.0382,22.2352,PLTR,2025,2025-09-30,2025-10-25,2025-10-25,PLTR,2025 Q3,0.21,0.1718
0.16,0.1405,2025-06-30,2,0.0195,13.879,PLTR,2025,2025-06-30,2025-07-25,2025-07-25,PLTR,2025 Q2,0.16,0.1405
0.13,0.1308,2025-03-31,1,-0.0008,-0.6116,PLTR,2025,2025-03-31,2025-04-25,2025-04-25,PLTR,2025 Q1,0.13,0.1308
