actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
4.76,4.3756,2025-12-31,4,0.3844,8.7851,MA,2025,2025-12-31,2026-01-25,2026-01-25,MA,2025 Q4,4.76,4.3756
4.38,4.4492,2025-09-30,3,-0.0692,-1.5553,MA,2025,2025-09-30,2025-10-25,2025-10-25,MA,2025 Q3,4.38,4.4492
4.15,4.1466,2025-06-30,2,0.0034,0.082,MA,2025,2025-06-30,2025-07-25,2025-07-25,MA,2025 Q2,4.15,4.1466
3.73,3.6782,2025-03-31,1,0.0518,1.4083,MA,2025,2025-03-31,2025-04-25,2025-04-25,MA,2025 Q1,3.73,3.6782
