actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
2.68,2.5099,2025-12-31,4,0.1701,6.7772,MS,2025,2025-12-31,2026-01-25,2026-01-25,MS,2025 Q4,2.68,2.5099
2.8,2.166,2025-09-30,3,0.634,29.2705,MS,2025,2025-09-30,2025-10-25,2025-10-25,MS,2025 Q3,2.8,2.166
2.13,2.0138,2025-06-30,2,0.1162,5.7702,MS,2025,2025-06-30,2025-07-25,2025-07-25,MS,2025 Q2,2.13,2.0138
2.6,2.2711,2025-03-31,1,0.3289,14.482,MS,2025,2025-03-31,2025-04-25,2025-04-25,MS,2025 Q1,2.6,2.2711
