actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
2.86,2.8994,2025-12-31,4,-0.0394,-1.3589,UNP,2025,2025-12-31,2026-01-25,2026-01-25,UNP,2025 Q4,2.86,2.8994
3.08,3.0232,2025-09-30,3,0.0568,1.8788,UNP,2025,2025-09-30,2025-10-25,2025-10-25,UNP,2025 Q3,3.08,3.0232
3.03,2.94,2025-06-30,2,0.09,3.0612,UNP,2025,2025-06-30,2025-07-25,2025-07-25,UNP,2025 Q2,3.03,2.94
2.7,2.7767,2025-03-31,1,-0.0767,-2.7623,UNP,2025,2025-03-31,2025-04-25,2025-04-25,UNP,2025 Q1,2.7,2.7767
