actual,estimate,period,quarter,surprise,surprisePercent,symbol,year,period_date,report_date,date,ticker,FiscalPeriod,epsActual,epsEstimate
1.26,1.1265,2025-12-31,4,0.1335,11.8509,BMY,2025,2025-12-31,2026-01-25,2026-01-25,BMY,2025 Q4,1.26,1.1265
1.63,1.5244,2025-09-30,3,0.1056,6.9273,BMY,2025,2025-09-30,2025-10-25,2025-10-25,BMY,2025 Q3,1.63,1.5244
1.46,1.0811,2025-06-30,2,0.3789,35.0476,BMY,2025,2025-06-30,2025-07-25,2025-07-25,BMY,2025 Q2,1.46,1.0811
1.8,1.508,2025-03-31,1,0.292,19.3634,BMY,2025,2025-03-31,2025-04-25,2025-04-25,BMY,2025 Q1,1.8,1.508
