Ticker,ReactionDate,ReactionKey,ReactionScore,GapPct,IntradayPct,SurprisePct,AvgScore_4,AvgScore_2,AvgScore_34,Trend_2v34,WinRate_8,ValMetric,ValPenalty,RiskBrake,SignalScore,FinalScore,Rank,Signal,Action
AAPL,2025-04-15,AAPL|2025-04-15,0.05711700425301801,0.0670704012112036,-0.04218690881573963,,0.05574969963642881,0.060664437851060786,0.050834961421796845,0.00982947642926394,1.0,,0.0,0.0,0.17754473394370895,0.17754473394370895,6,BULLISH,Follow-through Long
MSFT,2026-01-30,MSFT|2026-01-30,0.057773979161747306,-0.08645640844631769,-0.014750335234891722,,0.056442987146879654,0.06125379618537431,0.051632178108384996,0.009621618076989316,1.0,,0.0,0.0,0.17780474873534316,0.17780474873534316,5,BULLISH,Mean-revert Setup
AMZN,2026-02-09,AMZN|2026-02-09,0.06889662598168698,-0.08976604248057843,0.037592501233349805,,0.07038845151168804,0.07581919280009718,0.06495771022327891,0.010861482576818265,1.0,,0.0,0.0,0.18439017382446418,0.18439017382446418,2,BULLISH,Mean-revert Setup
NVDA,2025-04-10,NVDA|2025-04-10,0.07859030251366494,0.02689511941848394,0.15613307715643643,,0.08273731290146137,0.07269698765196889,0.09277763815095386,-0.02008065049898497,1.0,,0.0,0.0,0.18221162818091136,0.18221162818091136,3,BULLISH,Follow-through Long
GOOGL,2026-02-06,GOOGL|2026-02-06,0.061889252626226215,-0.06251501321162621,0.06095061174812623,,0.052014978589246245,0.056475371154118596,0.04755458602437389,0.008920785129744709,1.0,,0.0,0.0,0.175636936647597,0.175636936647597,7,BULLISH,Mean-revert Setup
META,2026-01-30,META|2026-01-30,0.06211656003551066,0.10273204432282076,0.0011933336045455102,,0.06525368573345026,0.06479396171055779,0.06571340975634272,-0.0009194480457849347,1.0,,0.0,0.0,0.17913429656860638,0.17913429656860638,4,BULLISH,Follow-through Long
TSLA,2025-04-10,TSLA|2025-04-10,0.09223222811302495,0.012755791940863535,0.21144688237126705,,0.0766565438371399,0.08006442084118356,0.07324866683309625,0.006815754008087316,1.0,,0.0,0.0,0.18619938322873478,0.18619938322873478,1,BULLISH,Follow-through Long
