Ticker,Date,Price,Price_MA20,Price_MA50,Price_MA200,RSI,RSI_Score,Momentum_5,Momentum_10,Momentum_Score,Volume_Ratio,Volume_Score,Short_Score,Short_Rating,MA_Trend_Score,MA_Trend_Score_Points,MA20_Dist,MA50_Dist,MA_Dist_Score,MACD_Histogram,MACD_Score,Volatility_10,Vol_Score,Mid_Score,Mid_Rating,Price_Position_20D,Trend_Score,Trend_Rating,Total_Score,Max_Score,Score_Pct,Rating,Signal,Return_1D,Return_5D,Return_20D,Rank
SQ,2025-01-17,86.96,87.413,88.56700000000001,72.9078,42.141863699582736,10,5.354979403925353,0.24207492795387253,10,0.9598075025332972,5,25,强,2,6,-0.5182295539565087,-1.814445560987742,5.0,-0.3888873223460271,3,52.36694055613489,3,20.48177044604349,弱,43.38896020539148,15,中,60.48177044604349,100,60.48177044604349,中性偏强,HOLD,0.6714517249363228,5.354979403925353,-8.027498677948175,37
ISRG,2026-02-23,492.1,497.2285,535.3081,515.2962,47.6278307203607,10,1.2884900378725694,0.8091775069138718,10,1.1314065923612484,5,25,强,1,3,-1.0314171452360381,-8.07163201901857,5.0,3.2130253291466175,10,27.493708711924135,5,26.968582854763962,中,38.10506268846216,8,弱,59.968582854763966,100,59.968582854763966,中性偏强,HOLD,-2.3707965479615067,1.2884900378725694,-6.085994007519224,38
UPS,2026-02-23,115.02,113.78399999999999,107.62019999999998,96.58285000000002,61.29339039467427,5,-3.5390808453539035,-1.9771603886142852,3,1.0992440565757413,5,13,弱,5,15,1.0862687196793963,6.875846727658947,1.0862687196793963,-0.4693361150322066,3,22.82661463118446,5,24.086268719679396,中,60.73326248671624,22,中,59.086268719679396,100,59.08626871967939,中性偏强,HOLD,-1.4649190439475768,-3.5390808453539035,6.519725875162052,39
AAPL,2026-02-23,266.18,265.93850000000003,265.89259999999996,241.51409999999998,46.47004608294933,10,4.0659942137774685,-4.293110887386742,5,0.9193893521790111,5,20,中,5,15,0.0908104693378257,0.10808875463252751,0.0908104693378257,-0.41136777081484155,3,35.64916776157745,3,20.090810469337825,弱,52.660343996142146,15,中,55.090810469337825,100,55.090810469337825,中性偏强,HOLD,0.6047320281200586,4.0659942137774685,7.3133365586195875,40
WMT,2026-02-23,125.81,125.3375,119.259,105.45655000000001,52.526710944267975,10,-6.034804690417495,-4.093611831071808,3,0.719699784350809,5,18,中,5,15,0.37698214819985765,5.493086475653831,0.37698214819985765,-0.7945647288475275,3,36.66266458840974,3,20.376982148199858,弱,53.77407600208226,15,中,53.37698214819986,100,53.37698214819986,中性偏强,HOLD,2.29286933897066,-6.034804690417495,6.8631614711628375,41
COST,2026-02-23,986.02,982.4245000000001,932.7898,951.6207245,56.134500486313726,10,-3.1871023485979144,-1.5122457948779422,3,0.8699574055059158,5,18,中,4,12,0.3659823223056735,5.706558969662829,0.3659823223056735,-3.119298557909026,3,23.310496805829512,5,20.365982322305673,弱,56.77609208894645,15,中,53.36598232230567,100,53.36598232230567,中性偏强,HOLD,0.07612126625189397,-3.1871023485979144,0.28171878972793607,42
SHOP,2026-02-23,117.28,123.32849999999999,146.274,138.6894,40.435897435897445,10,4.063886424134866,4.6675591253904525,10,0.8713550890736451,5,25,强,1,3,-4.904381387919249,-19.821704472428454,5.0,1.555760253191961,10,89.62584679354093,3,20.095618612080752,弱,31.514533401325867,8,弱,53.095618612080756,100,53.095618612080756,中性偏强,HOLD,-7.068145800316961,4.063886424134866,-14.946696642251055,43
SBUX,2026-02-23,94.78,95.78299999999999,91.2594,88.35367500000001,56.22732769044741,10,1.055549632156949,-4.695827048768231,5,1.0432031671560453,5,20,中,4,12,-1.0471586816031928,3.8577943751547807,5.0,-0.43653119502152493,3,29.87161180527701,5,25.0,中,29.295774647887324,8,弱,53.0,100,53.0,中性偏强,HOLD,-2.7797722843368455,1.055549632156949,-2.909239909854544,44
PYPL,2026-02-23,44.05,44.9765,53.26674,65.45465999999999,30.79777365491651,5,9.332340531149175,8.98070262246411,10,2.3381428439966143,10,25,强,0,0,-2.0599646482051837,-17.30299244894657,5.0,0.5071804645950619,10,41.38110319776573,3,19.940035351794815,弱,29.95712754555197,8,弱,52.94003535179482,100,52.940035351794826,中性偏强,HOLD,5.762304921968786,9.332340531149175,-22.200635817732252,45
ELV,2026-02-23,335.87,340.54800000000006,352.0492,340.98004999999995,45.88625069022642,10,-3.1516724336793533,-0.9174582571243151,3,0.9610556629902473,5,18,中,1,3,-1.3736683228208808,-4.5957212798665585,5.0,0.716977860300994,10,31.04038493216768,5,26.626331677179117,中,32.407113369323625,8,弱,52.62633167717912,100,52.62633167717912,中性偏强,HOLD,-2.058729186714492,-3.1516724336793533,-9.483641459602222,46
