Key,Ticker,Date,Open,High,Low,Close,PrevClose,GapPct,IntradayPct,ReactionScore
AMZN|2025-08-26,AMZN,2025/8/26,227.11,229,226.02,228.71,227.94,-0.003641309,0.007045044,0.005002803
AMZN|2025-08-27,AMZN,2025/8/27,228.57,229.87,227.81,229.12,228.71,-0.000612129,0.002406265,0.001329783
AMZN|2025-08-28,AMZN,2025/8/28,229.005,232.71,228.02,231.6,229.12,-0.00050192,0.01133163,0.004833804
AMZN|2025-08-29,AMZN,2025/8/29,231.32,231.8125,228.16,229,231.6,-0.001208981,-0.010029397,0.004737147
AMZN|2025-09-02,AMZN,2025/9/2,223.52,226.17,221.83,225.34,229,-0.023930131,0.008142448,0.017615058
AMZN|2025-09-03,AMZN,2025/9/3,225.21,227.1699,224.36,225.99,225.34,-0.000576906,0.003463434,0.001731517
AMZN|2025-09-04,AMZN,2025/9/4,231.185,235.77,230.78,235.68,225.99,0.022987743,0.019443303,0.021569967
AMZN|2025-09-05,AMZN,2025/9/5,235.19,236,231.93,232.33,235.68,-0.00207909,-0.012160381,0.006111607
AMZN|2025-09-08,AMZN,2025/9/8,234.94,237.6,233.75,235.84,232.33,0.011234021,0.003830765,0.008272718
AMZN|2025-09-09,AMZN,2025/9/9,236.355,238.85,235.08,238.24,235.84,0.002183684,0.007975291,0.004500327
AMZN|2025-09-10,AMZN,2025/9/10,237.515,237.68,229.0962,230.33,238.24,-0.00304315,-0.030250721,0.013926178
AMZN|2025-09-11,AMZN,2025/9/11,231.49,231.53,229.3377,229.95,230.33,0.005036252,-0.006652555,0.005682773
AMZN|2025-09-12,AMZN,2025/9/12,230.35,230.79,226.29,228.15,229.95,0.001739509,-0.009550684,0.004863979
AMZN|2025-09-15,AMZN,2025/9/15,230.625,233.73,230.32,231.43,228.15,0.010848126,0.003490515,0.007905082
AMZN|2025-09-16,AMZN,2025/9/16,232.935,235.9,232.23,234.05,231.43,0.006503046,0.004786743,0.005816525
AMZN|2025-09-17,AMZN,2025/9/17,233.77,234.3,228.71,231.62,234.05,-0.001196326,-0.009197074,0.004396625
AMZN|2025-09-18,AMZN,2025/9/18,232.5,233.48,228.79,231.23,231.62,0.003799326,-0.005462366,0.004464542
AMZN|2025-09-19,AMZN,2025/9/19,232.37,234.16,229.7,231.48,231.23,0.004930156,-0.003830099,0.004490133
AMZN|2025-09-22,AMZN,2025/9/22,230.56,230.565,227.51,227.63,231.48,-0.003974425,-0.012708189,0.007467931
AMZN|2025-09-23,AMZN,2025/9/23,227.83,227.86,220.07,220.71,227.63,0.000878619,-0.031251372,0.01302772
AMZN|2025-09-24,AMZN,2025/9/24,224.15,224.56,219.45,220.21,220.71,0.015586063,-0.017577515,0.016382644
AMZN|2025-09-25,AMZN,2025/9/25,220.06,220.67,216.47,218.15,220.21,-0.000681168,-0.008679451,0.003880481
AMZN|2025-09-26,AMZN,2025/9/26,219.08,221.05,218.02,219.78,218.15,0.004263122,0.00319518,0.003835945
AMZN|2025-09-29,AMZN,2025/9/29,220.08,222.6,219.3,222.17,219.78,0.001365001,0.009496547,0.00461762
AMZN|2025-09-30,AMZN,2025/9/30,222.03,222.24,217.89,219.57,222.17,-0.000630148,-0.011079584,0.004809922
AMZN|2025-10-01,AMZN,2025/10/1,217.36,222.15,216.61,220.63,219.57,-0.010065127,0.015044166,0.012056743
AMZN|2025-10-02,AMZN,2025/10/2,221.01,222.81,218.945,222.41,220.63,0.001722341,0.006334555,0.003567226
AMZN|2025-10-03,AMZN,2025/10/3,223.44,224.2,219.34,219.51,222.41,0.004631087,-0.017588614,0.009814098
AMZN|2025-10-06,AMZN,2025/10/6,221,221.73,216.03,220.9,219.51,0.006787846,-0.000452489,0.004253703
AMZN|2025-10-07,AMZN,2025/10/7,220.88,222.89,220.17,221.78,220.9,-9.05E-05,0.004074611,0.001684167
AMZN|2025-10-08,AMZN,2025/10/8,222.92,226.73,221.19,225.22,221.78,0.005140229,0.010317603,0.007211179
AMZN|2025-10-09,AMZN,2025/10/9,224.995,228.21,221.75,227.74,225.22,-0.000999023,0.012200271,0.005479522
AMZN|2025-10-10,AMZN,2025/10/10,226.21,228.25,216,216.37,227.74,-0.006718187,-0.043499403,0.021430674
AMZN|2025-10-13,AMZN,2025/10/13,217.7,220.68,217.04,220.07,216.37,0.006146878,0.010886541,0.008042743
AMZN|2025-10-14,AMZN,2025/10/14,215.555,219.32,212.6,216.39,220.07,-0.020516199,0.003873721,0.013859208
AMZN|2025-10-15,AMZN,2025/10/15,216.62,217.71,212.66,215.57,216.39,0.001062896,-0.004847198,0.002576617
AMZN|2025-10-16,AMZN,2025/10/16,215.67,218.59,212.8101,214.47,215.57,0.000463886,-0.005564056,0.002503954
AMZN|2025-10-17,AMZN,2025/10/17,214.56,214.8,211.03,213.04,214.47,0.000419639,-0.007084265,0.00308549
AMZN|2025-10-20,AMZN,2025/10/20,213.88,216.69,213.59,216.48,213.04,0.003942922,0.012156349,0.007228293
AMZN|2025-10-21,AMZN,2025/10/21,218.43,223.32,217.99,222.03,216.48,0.009007761,0.016481253,0.011997157
AMZN|2025-10-22,AMZN,2025/10/22,219.3,220.005,216.52,217.95,222.03,-0.012295636,-0.006155951,0.009839762
AMZN|2025-10-23,AMZN,2025/10/23,219,221.3,218.18,221.09,217.95,0.004817619,0.009543379,0.006707923
AMZN|2025-10-24,AMZN,2025/10/24,221.97,225.4,221.9,224.21,221.09,0.00398028,0.010091454,0.006424749
AMZN|2025-10-27,AMZN,2025/10/27,227.66,228.4,225.54,226.97,224.21,0.01538736,-0.003030835,0.01044475
AMZN|2025-10-28,AMZN,2025/10/28,228.215,231.485,226.21,229.25,226.97,0.005485306,0.004535197,0.005105263
AMZN|2025-10-29,AMZN,2025/10/29,231.672,232.82,227.76,230.3,229.25,0.010564885,-0.005922166,0.008707798
AMZN|2025-10-30,AMZN,2025/10/30,227.06,228.44,222.75,222.86,230.3,-0.014068606,-0.018497313,0.015840089
AMZN|2025-10-31,AMZN,2025/10/31,250.1,250.5,243.98,244.22,222.86,0.122229202,-0.023510596,0.08274176
AMZN|2025-11-03,AMZN,2025/11/3,255.36,258.6,252.9,254,244.22,0.04561461,-0.005325815,0.029499092
AMZN|2025-11-04,AMZN,2025/11/4,250.38,257.01,248.66,249.32,254,-0.014251969,-0.004233565,0.010244607
AMZN|2025-11-05,AMZN,2025/11/5,249.03,251,246.16,250.2,249.32,-0.001163164,0.004698229,0.00257719
AMZN|2025-11-06,AMZN,2025/11/6,249.155,250.38,242.17,243.04,250.2,-0.004176659,-0.024542955,0.012323177
AMZN|2025-11-07,AMZN,2025/11/7,242.9,244.9,238.49,244.41,243.04,-0.000576037,0.00621655,0.002832242
AMZN|2025-11-10,AMZN,2025/11/10,248.34,251.75,245.59,248.4,244.41,0.016079538,0.000241604,0.009744365
AMZN|2025-11-11,AMZN,2025/11/11,248.41,249.7499,247.23,249.1,248.4,4.03E-05,0.002777666,0.001135221
AMZN|2025-11-12,AMZN,2025/11/12,250.235,250.37,243.75,244.2,249.1,0.004556403,-0.02411733,0.012380774
AMZN|2025-11-13,AMZN,2025/11/13,243.05,243.75,236.5,237.58,244.2,-0.004709255,-0.022505657,0.011827816
AMZN|2025-11-14,AMZN,2025/11/14,235.06,238.73,232.89,234.69,237.58,-0.010606953,-0.001574066,0.006993799
AMZN|2025-11-17,AMZN,2025/11/17,233.25,234.6,229.19,232.87,234.69,-0.006135754,-0.001629153,0.004333113
AMZN|2025-11-18,AMZN,2025/11/18,228.1,230.2,222.42,222.55,232.87,-0.020483532,-0.024331434,0.022022692
AMZN|2025-11-19,AMZN,2025/11/19,223.735,223.735,218.52,222.69,222.55,0.005324646,-0.004670704,0.005063069
AMZN|2025-11-20,AMZN,2025/11/20,227.05,227.41,216.74,217.14,222.69,0.019578787,-0.043646774,0.029205982
AMZN|2025-11-21,AMZN,2025/11/21,216.345,222.21,215.18,220.69,217.14,-0.003661232,0.020083663,0.010230204
AMZN|2025-11-24,AMZN,2025/11/24,222.555,227.33,222.27,226.28,220.69,0.008450768,0.016737436,0.011765435
AMZN|2025-11-25,AMZN,2025/11/25,226.38,230.52,223.8,229.67,226.28,0.00044193,0.014533086,0.006078393
AMZN|2025-11-26,AMZN,2025/11/26,230.74,231.7474,228.77,229.16,229.67,0.004658858,-0.006847534,0.005534329
AMZN|2025-11-28,AMZN,2025/11/28,231.24,233.285,230.22,233.22,229.16,0.009076628,0.008562532,0.00887099
AMZN|2025-12-01,AMZN,2025/12/1,233.22,235.797,232.25,233.88,233.22,0,0.002829946,0.001131978
AMZN|2025-12-02,AMZN,2025/12/2,235.005,238.97,233.55,234.42,233.88,0.004810159,-0.002489309,0.003881819
AMZN|2025-12-03,AMZN,2025/12/3,233.35,233.38,230.61,232.38,234.42,-0.004564457,-0.004156846,0.004401413
AMZN|2025-12-04,AMZN,2025/12/4,232.77,233.5,226.8,229.11,232.38,0.001678286,-0.015723676,0.007296442
AMZN|2025-12-05,AMZN,2025/12/5,230.32,231.24,228.547,229.53,229.11,0.005281306,-0.00343001,0.004540788
AMZN|2025-12-08,AMZN,2025/12/8,229.59,230.83,226.27,226.89,229.53,0.000261404,-0.011760094,0.00486088
AMZN|2025-12-09,AMZN,2025/12/9,226.84,228.57,225.11,227.92,226.89,-0.000220371,0.004761065,0.002036649
AMZN|2025-12-10,AMZN,2025/12/10,228.805,232.42,228.46,231.78,227.92,0.003882941,0.013002338,0.0075307
AMZN|2025-12-11,AMZN,2025/12/11,230.71,232.11,228.6901,230.28,231.78,-0.004616447,-0.001863812,0.003515393
AMZN|2025-12-12,AMZN,2025/12/12,229.87,230.08,225.12,226.19,230.28,-0.001780441,-0.016009049,0.007471884
AMZN|2025-12-15,AMZN,2025/12/15,227.93,227.93,221.5,222.54,226.19,0.007692648,-0.023647611,0.014074633
AMZN|2025-12-16,AMZN,2025/12/16,223.035,223.66,221.1304,222.56,222.54,0.002224319,-0.002129711,0.002186476
AMZN|2025-12-17,AMZN,2025/12/17,224.655,225.19,220.99,221.27,222.56,0.009413192,-0.015067548,0.011674934
AMZN|2025-12-18,AMZN,2025/12/18,225.705,229.225,224.41,226.76,221.27,0.020043386,0.004674243,0.013895729
AMZN|2025-12-19,AMZN,2025/12/19,226.76,229.125,225.58,227.35,226.76,0,0.00260187,0.001040748
AMZN|2025-12-22,AMZN,2025/12/22,228.61,229.48,226.71,228.43,227.35,0.005542116,-0.000787367,0.003640216
AMZN|2025-12-23,AMZN,2025/12/23,229.055,232.445,228.73,232.14,228.43,0.002736068,0.013468381,0.007028993
AMZN|2025-12-24,AMZN,2025/12/24,232.13,232.95,231.33,232.38,232.14,-4.31E-05,0.001076983,0.00045664
AMZN|2025-12-26,AMZN,2025/12/26,232.035,232.99,231.18,232.52,232.38,-0.001484637,0.002090202,0.001726863
AMZN|2025-12-29,AMZN,2025/12/29,231.94,232.6,230.77,232.07,232.52,-0.002494409,0.00056049,0.001720841
AMZN|2025-12-30,AMZN,2025/12/30,231.205,232.77,230.2,232.53,232.07,-0.003727324,0.005730845,0.004528732
AMZN|2025-12-31,AMZN,2025/12/31,232.905,232.99,230.12,230.82,232.53,0.001612695,-0.008952148,0.004548476
AMZN|2026-01-02,AMZN,2026/1/2,231.34,235.458,224.7,226.5,230.82,0.002252838,-0.020921587,0.009720338
AMZN|2026-01-05,AMZN,2026/1/5,228.84,234,227.18,233.06,226.5,0.010331126,0.018440832,0.013575008
AMZN|2026-01-06,AMZN,2026/1/6,232.1,243.18,232.07,240.93,233.06,-0.004119111,0.038043947,0.017689045
AMZN|2026-01-07,AMZN,2026/1/7,239.61,245.29,239.52,241.56,240.93,-0.00547877,0.008138225,0.006542552
AMZN|2026-01-08,AMZN,2026/1/8,243.06,246.41,241.88,246.29,241.56,0.006209637,0.0132889,0.009041342
AMZN|2026-01-09,AMZN,2026/1/9,244.568,247.86,242.24,247.38,246.29,-0.006991758,0.011497825,0.008794185
AMZN|2026-01-12,AMZN,2026/1/12,246.73,248.94,245.96,246.47,247.38,-0.002627537,-0.001053783,0.001998035
AMZN|2026-01-13,AMZN,2026/1/13,246.53,247.66,240.25,242.6,246.47,0.000243437,-0.015941265,0.006522568
AMZN|2026-01-14,AMZN,2026/1/14,241.15,241.28,236.22,236.65,242.6,-0.005976917,-0.018660585,0.011050384
AMZN|2026-01-15,AMZN,2026/1/15,239.31,240.65,236.63,238.18,236.65,0.011240228,-0.004721909,0.0086329
AMZN|2026-01-16,AMZN,2026/1/16,239.085,239.57,236.41,239.12,238.18,0.003799647,0.000146391,0.002338345
AMZN|2026-01-20,AMZN,2026/1/20,233.76,235.09,229.34,231,239.12,-0.022415524,-0.011806982,0.018172107
AMZN|2026-01-21,AMZN,2026/1/21,231.085,232.3,226.88,231.31,231,0.000367965,0.000973668,0.000610246
AMZN|2026-01-22,AMZN,2026/1/22,234.045,235.72,230.9,234.34,231.31,0.011823959,0.001260441,0.007598552
AMZN|2026-01-23,AMZN,2026/1/23,234.955,240.45,234.57,239.16,234.34,0.002624392,0.017897044,0.008733453
AMZN|2026-01-26,AMZN,2026/1/26,239.98,240.95,237.54,238.42,239.16,0.003428667,-0.006500542,0.004657417
AMZN|2026-01-27,AMZN,2026/1/27,239.685,244.88,238.08,244.68,238.42,0.005305763,0.020839852,0.011519399
AMZN|2026-01-28,AMZN,2026/1/28,246.365,247.775,241.53,243.01,244.68,0.006886546,-0.013618006,0.00957913
AMZN|2026-01-29,AMZN,2026/1/29,242.82,243,236.742,241.73,243.01,-0.000781861,-0.004488922,0.002264685
AMZN|2026-01-30,AMZN,2026/1/30,239.89,243.315,237.64,239.3,241.73,-0.007611798,-0.002459461,0.005550863
AMZN|2026-02-02,AMZN,2026/2/2,238.31,245.6299,238.17,242.96,239.3,-0.004137066,0.0195124,0.0102872
AMZN|2026-02-03,AMZN,2026/2/3,244.975,246.35,235.45,238.62,242.96,0.008293546,-0.025941423,0.015352697
AMZN|2026-02-04,AMZN,2026/2/4,238.86,238.86,231.82,232.99,238.62,0.001005783,-0.024575065,0.010433496
AMZN|2026-02-05,AMZN,2026/2/5,224.91,226.31,220.38,222.69,232.99,-0.0346796,-0.009870615,0.024756006
AMZN|2026-02-06,AMZN,2026/2/6,202.7,211.44,200.31,210.32,222.69,-0.089766042,0.037592501,0.068896626
AMZN|2026-02-09,AMZN,2026/2/9,208.97,212.81,203.35,208.72,210.32,-0.00641879,-0.001196344,0.004329812
AMZN|2026-02-10,AMZN,2026/2/10,208.795,212.6499,206.411,206.96,208.72,0.000359333,-0.008788525,0.00373101
AMZN|2026-02-11,AMZN,2026/2/11,208.06,208.57,202.49,204.08,206.96,0.005315037,-0.019129097,0.010840661
AMZN|2026-02-12,AMZN,2026/2/12,203.96,203.96,197.56,199.6,204.08,-0.000588005,-0.021376741,0.008903499
AMZN|2026-02-13,AMZN,2026/2/13,198.88,201.16,197.275,198.79,199.6,-0.003607214,-0.000452534,0.002345342
AMZN|2026-02-17,AMZN,2026/2/17,198.125,201.7362,196,201.15,198.79,-0.003345239,0.015268139,0.008114399
AMZN|2026-02-18,AMZN,2026/2/18,202.07,206.86,201.51,204.79,201.15,0.004573701,0.013460682,0.008128494
AMZN|2026-02-19,AMZN,2026/2/19,203.8,205.6396,202.81,204.86,204.79,-0.00483422,0.005201178,0.004981003
AMZN|2026-02-20,AMZN,2026/2/20,204.76,211.17,203.75,210.11,204.86,-0.000488138,0.02612815,0.010744143
AMZN|2026-02-23,AMZN,2026/2/23,208.095,208.43,203.11,205.27,210.11,-0.009590215,-0.01357553,0.011184341
AMZN|2026-02-24,AMZN,2026/2/24,205.47,210.36,203.25,208.56,205.27,0.000974326,0.015038692,0.006600073
GOOGL|2024-12-24,GOOGL,2024/12/24,194.84,196.11,193.78,196.11,194.63,0.00107897,0.006518169,0.00325465
GOOGL|2024-12-26,GOOGL,2024/12/26,195.15,196.748,194.375,195.6,196.11,-0.004895212,0.002305919,0.003859495
GOOGL|2024-12-27,GOOGL,2024/12/27,194.95,195.32,190.65,192.76,195.6,-0.003323108,-0.01123365,0.006487325
GOOGL|2024-12-30,GOOGL,2024/12/30,189.8,192.55,189.12,191.24,192.76,-0.015355883,0.007586934,0.012248303
GOOGL|2024-12-31,GOOGL,2024/12/31,191.075,191.96,188.51,189.3,191.24,-0.00086279,-0.009289546,0.004233493
GOOGL|2025-01-02,GOOGL,2025/1/2,190.65,192,187.5,189.43,189.3,0.007131537,-0.006399161,0.006838587
GOOGL|2025-01-03,GOOGL,2025/1/3,191.37,193.21,189.975,191.79,189.43,0.01024125,0.002194701,0.007022631
GOOGL|2025-01-06,GOOGL,2025/1/6,193.98,198.2222,193.85,196.87,191.79,0.011418739,0.014898443,0.012810621
GOOGL|2025-01-07,GOOGL,2025/1/7,197.11,201,194.6,195.49,196.87,0.001219079,-0.008218761,0.004018952
GOOGL|2025-01-08,GOOGL,2025/1/8,192.57,196.29,192.38,193.95,195.49,-0.014936825,0.007166225,0.011828585
GOOGL|2025-01-10,GOOGL,2025/1/10,194.295,196.52,190.31,192.04,193.95,0.001778809,-0.011606063,0.005709711
GOOGL|2025-01-13,GOOGL,2025/1/13,190.07,191.18,187.36,191.01,192.04,-0.01025828,0.004945546,0.008133186
GOOGL|2025-01-14,GOOGL,2025/1/14,191.24,191.98,188.3082,189.66,191.01,0.001204125,-0.00826187,0.004027223
GOOGL|2025-01-15,GOOGL,2025/1/15,193.09,196.36,191.86,195.55,189.66,0.018084994,0.012740173,0.015947066
GOOGL|2025-01-16,GOOGL,2025/1/16,194.14,195.48,192.81,192.91,195.55,-0.007210432,-0.006335634,0.006860513
GOOGL|2025-01-17,GOOGL,2025/1/17,196.53,197.23,193.75,196,192.91,0.018765227,-0.002696789,0.012337852
GOOGL|2025-01-21,GOOGL,2025/1/21,199.07,202.29,197.87,198.05,196,0.015663265,-0.005123826,0.011447489
GOOGL|2025-01-22,GOOGL,2025/1/22,199.06,200.48,197.53,198.37,198.05,0.005099722,-0.003466292,0.00444635
GOOGL|2025-01-23,GOOGL,2025/1/23,198.14,200.3,195.2,197.98,198.37,-0.00115945,-0.00080751,0.001018674
GOOGL|2025-01-24,GOOGL,2025/1/24,198.1,200.9,198,200.21,197.98,0.000606122,0.010651186,0.004624148
GOOGL|2025-01-27,GOOGL,2025/1/27,192.41,196.88,190.73,191.81,200.21,-0.038959093,-0.003118341,0.024622792
GOOGL|2025-01-28,GOOGL,2025/1/28,192.745,195.48,190.68,195.3,191.81,0.004874616,0.013255856,0.008227112
GOOGL|2025-01-29,GOOGL,2025/1/29,195.555,196.785,193.43,195.41,195.3,0.001305684,-0.000741479,0.001080002
GOOGL|2025-01-30,GOOGL,2025/1/30,198,201.4,197.67,200.87,195.41,0.013254184,0.014494949,0.01375049
GOOGL|2025-01-31,GOOGL,2025/1/31,202,205.48,201.8,204.02,200.87,0.005625529,0.01,0.007375317
GOOGL|2025-02-03,GOOGL,2025/2/3,200.69,203.75,200.1,201.23,204.02,-0.016321929,0.002690717,0.010869444
GOOGL|2025-02-04,GOOGL,2025/2/4,203.39,207.05,202.81,206.38,201.23,0.010733986,0.014700821,0.01232072
GOOGL|2025-02-05,GOOGL,2025/2/5,191.07,192.75,188.03,191.33,206.38,-0.074183545,0.001360758,0.04505443
GOOGL|2025-02-06,GOOGL,2025/2/6,189.5,192.1,188.72,191.6,191.33,-0.009564627,0.011081794,0.010171494
GOOGL|2025-02-07,GOOGL,2025/2/7,191.05,191.18,183.24,185.34,191.6,-0.002870564,-0.029887464,0.013677324
GOOGL|2025-02-10,GOOGL,2025/2/10,187.35,188.2,185.86,186.47,185.34,0.010844934,-0.004697091,0.008385797
GOOGL|2025-02-11,GOOGL,2025/2/11,185.03,186.94,184.28,185.32,186.47,-0.007722422,0.001567313,0.005260378
GOOGL|2025-02-12,GOOGL,2025/2/12,183.22,185.11,181.83,183.61,185.32,-0.01133175,0.002128589,0.007650486
GOOGL|2025-02-13,GOOGL,2025/2/13,184.32,186.28,183.14,186.14,183.61,0.003866892,0.009874132,0.006269788
GOOGL|2025-02-14,GOOGL,2025/2/14,185.055,186.4,184.32,185.23,186.14,-0.005828946,0.000945665,0.003875633
GOOGL|2025-02-18,GOOGL,2025/2/18,185.6,185.96,181.7401,183.77,185.23,0.001997517,-0.009859914,0.005142475
GOOGL|2025-02-19,GOOGL,2025/2/19,184.07,185.46,183.59,185.27,183.77,0.001632475,0.006519259,0.003587189
GOOGL|2025-02-20,GOOGL,2025/2/20,184.8,185.31,182.72,184.56,185.27,-0.002536838,-0.001298701,0.002041583
GOOGL|2025-02-21,GOOGL,2025/2/21,185.15,185.34,179.08,179.66,184.56,0.003196792,-0.029651634,0.013778729
GOOGL|2025-02-24,GOOGL,2025/2/24,181.99,183.12,178.885,179.25,179.66,0.012968941,-0.015055772,0.013803674
GOOGL|2025-02-25,GOOGL,2025/2/25,178.04,178.74,174.6939,175.42,179.25,-0.006750349,-0.014715794,0.009936527
GOOGL|2025-02-26,GOOGL,2025/2/26,175.07,176.08,171.5807,172.73,175.42,-0.001995211,-0.013366082,0.00654356
GOOGL|2025-02-27,GOOGL,2025/2/27,173.99,174.56,167.94,168.5,172.73,0.007294622,-0.031553538,0.016998188
GOOGL|2025-02-28,GOOGL,2025/2/28,168.68,170.61,166.77,170.28,168.5,0.001068249,0.009485416,0.004435116
GOOGL|2025-03-03,GOOGL,2025/3/3,171.925,173.37,165.93,167.01,170.28,0.009660559,-0.028588047,0.017231554
GOOGL|2025-03-04,GOOGL,2025/3/4,166.24,173.2946,165.8,170.92,167.01,-0.004610502,0.028152069,0.014027129
GOOGL|2025-03-05,GOOGL,2025/3/5,170.52,173.78,169.06,173.02,170.92,-0.002340276,0.014661037,0.00726858
GOOGL|2025-03-06,GOOGL,2025/3/6,170.53,174.81,170.5,172.35,173.02,-0.0143914,0.010672609,0.012903883
GOOGL|2025-03-07,GOOGL,2025/3/7,171.26,174.97,170.27,173.86,172.35,-0.00632434,0.015181595,0.009867242
GOOGL|2025-03-10,GOOGL,2025/3/10,168.26,168.46,163.69,165.87,173.86,-0.032209824,-0.014204208,0.025007578
GOOGL|2025-03-11,GOOGL,2025/3/11,164.91,166.75,161.37,164.04,165.87,-0.005787665,-0.005275605,0.005582841
GOOGL|2025-03-12,GOOGL,2025/3/12,166.58,167.6399,163.53,167.11,164.04,0.015484028,0.003181654,0.010563079
GOOGL|2025-03-13,GOOGL,2025/3/13,166.035,166.13,162.11,162.76,167.11,-0.006432889,-0.019724757,0.011749636
GOOGL|2025-03-14,GOOGL,2025/3/14,163.27,166.49,162.45,165.49,162.76,0.003133448,0.013597109,0.007318912
GOOGL|2025-03-17,GOOGL,2025/3/17,165.03,166.3,163.67,164.29,165.49,-0.002779624,-0.004484033,0.003461388
GOOGL|2025-03-18,GOOGL,2025/3/18,163.675,164.25,156.72,160.67,164.29,-0.003743381,-0.018359554,0.00958985
GOOGL|2025-03-19,GOOGL,2025/3/19,161.76,165.87,161,163.89,160.67,0.006784092,0.013167656,0.009337517
GOOGL|2025-03-20,GOOGL,2025/3/20,161.57,164.89,160.96,162.8,163.89,-0.014155836,0.007612799,0.011538622
GOOGL|2025-03-21,GOOGL,2025/3/21,161.205,164.24,160.8901,163.99,162.8,-0.009797297,0.017276139,0.012788834
GOOGL|2025-03-24,GOOGL,2025/3/24,167.065,168.32,165.14,167.68,163.99,0.018751143,0.003681202,0.012723167
GOOGL|2025-03-25,GOOGL,2025/3/25,168.98,170.63,168.315,170.56,167.68,0.007752863,0.009350219,0.008391805
GOOGL|2025-03-26,GOOGL,2025/3/26,169,169.61,164.84,165.06,170.56,-0.009146341,-0.023313609,0.014813249
GOOGL|2025-03-27,GOOGL,2025/3/27,164.63,165.42,162,162.24,165.06,-0.002605113,-0.014517403,0.007370029
GOOGL|2025-03-28,GOOGL,2025/3/28,160.49,161.82,153.63,154.33,162.24,-0.010786489,-0.038382454,0.021824875
GOOGL|2025-03-31,GOOGL,2025/3/31,153.11,155.54,150.662,154.64,154.33,-0.007905138,0.009992816,0.008740209
GOOGL|2025-04-01,GOOGL,2025/4/1,153.62,158.1,153.62,157.07,154.64,-0.006595965,0.022458013,0.012940784
GOOGL|2025-04-02,GOOGL,2025/4/2,155.15,158.4052,154.7,157.04,157.07,-0.012223849,0.01218176,0.012207013
GOOGL|2025-04-03,GOOGL,2025/4/3,151.11,152.7799,150.39,150.72,157.04,-0.03776108,-0.002580901,0.023689009
GOOGL|2025-04-04,GOOGL,2025/4/4,148.01,151.07,145.38,145.6,150.72,-0.017980361,-0.016282684,0.01730129
GOOGL|2025-04-07,GOOGL,2025/4/7,141.55,152.85,140.53,146.75,145.6,-0.027815934,0.036736136,0.031384015
GOOGL|2025-04-08,GOOGL,2025/4/8,151.22,152.24,143.03,144.7,146.75,0.030459966,-0.04311599,0.035522376
GOOGL|2025-04-09,GOOGL,2025/4/9,144.415,159.55,143.905,158.71,144.7,-0.001969592,0.098985562,0.04077598
GOOGL|2025-04-10,GOOGL,2025/4/10,156.54,157.72,149.93,152.82,158.71,-0.013672736,-0.023763894,0.0177092
GOOGL|2025-04-11,GOOGL,2025/4/11,152.9,157.67,152.82,157.14,152.82,0.000523492,0.027730543,0.011406312
GOOGL|2025-04-14,GOOGL,2025/4/14,159.995,161.72,157.56,159.07,157.14,0.018168512,-0.005781431,0.01321368
GOOGL|2025-04-15,GOOGL,2025/4/15,159.125,159.65,155.21,156.31,159.07,0.00034576,-0.017690495,0.007283654
GOOGL|2025-04-16,GOOGL,2025/4/16,153.1,155.89,151.51,153.33,156.31,-0.020536114,0.001502286,0.012922583
GOOGL|2025-04-17,GOOGL,2025/4/17,154.29,154.68,148.5,151.16,153.33,0.006261006,-0.020286474,0.011871193
GOOGL|2025-04-21,GOOGL,2025/4/21,148.88,148.945,146.1,147.67,151.16,-0.015083355,-0.008127351,0.012300954
GOOGL|2025-04-22,GOOGL,2025/4/22,148.89,152.19,148.54,151.47,147.67,0.008261665,0.017328229,0.01188829
GOOGL|2025-04-23,GOOGL,2025/4/23,155.61,157.525,153.81,155.35,151.47,0.027332145,-0.001670844,0.017067624
GOOGL|2025-04-24,GOOGL,2025/4/24,156.15,159.59,155.79,159.28,155.35,0.005149662,0.020044829,0.011107729
GOOGL|2025-04-25,GOOGL,2025/4/25,165.07,166.1,161.04,161.96,159.28,0.03635108,-0.018840492,0.029346845
GOOGL|2025-04-28,GOOGL,2025/4/28,162.425,163.15,158.6,160.61,161.96,0.002871079,-0.011174388,0.006192403
GOOGL|2025-04-29,GOOGL,2025/4/29,160.325,160.74,157.52,160.16,160.61,-0.001774485,-0.00102916,0.001476355
GOOGL|2025-04-30,GOOGL,2025/4/30,157.975,159.27,155.4,158.8,160.16,-0.013642607,0.005222345,0.010274503
GOOGL|2025-05-01,GOOGL,2025/5/1,160.45,161.95,158.91,161.3,158.8,0.010390428,0.0052976,0.008353297
GOOGL|2025-05-02,GOOGL,2025/5/2,163.405,164.97,161.87,164.03,161.3,0.013050217,0.003824852,0.009360071
GOOGL|2025-05-05,GOOGL,2025/5/5,163,165.39,162.72,164.21,164.03,-0.006279339,0.007423313,0.006736929
GOOGL|2025-05-06,GOOGL,2025/5/6,162.17,164.8,161.19,163.23,164.21,-0.012423117,0.006536351,0.01006841
GOOGL|2025-05-07,GOOGL,2025/5/7,164.08,165,147.84,151.38,163.23,0.005207376,-0.077401268,0.034084933
GOOGL|2025-05-08,GOOGL,2025/5/8,155,155.93,152.9,154.28,151.38,0.023913331,-0.004645161,0.016206063
GOOGL|2025-05-09,GOOGL,2025/5/9,154.17,155.05,152.2,152.75,154.28,-0.000712989,-0.009210612,0.004112038
GOOGL|2025-05-12,GOOGL,2025/5/12,157.485,159.1,156.25,158.46,152.75,0.030998363,0.006191066,0.021075444
